24:00, note_have_blank paper, 0
24:00, note_have_suicide note, 0
24:00, note_have_augustino's letter, 0
24:00, note_have_tattered paper, 0
24:00, note_have_ancient scroll, 0
24:00, note_have_dead soldier's note (reused), 0
24:00, note_have_joad's note (reused), 0
24:00, note_have_dead soldier's note, 0
24:00, note_have_joad's note, 0
24:00, note_have_bloody paper, 0
24:00, note_have_sealed letter, 0
24:00, note_have_love letter, 0
24:00, note_have_pet shop application, 0
24:00, note_have_completed application, 0
24:00, note_have_pet manifesto, 0
24:00, note_have_pet apocrypha, 0
24:00, note_have_gamesmasterjasper's vidcon almanac, 0
24:00, note_have_cornrow's plea, 0
24:00, note_have_clandestine courts baller zine, 0
24:00, note_have_wilmer's amortization schedule, 0
24:00, note_have_aelfleda's eviction, 0
24:00, note_have_pravda tír na nóg, 0
24:00, note_have_decoded pravda, 0
24:00, note_have_sewers, floor one, 0
24:00, note_have_sewers, floor two, 0
24:00, note_have_sealed secret dossier, 0
24:00, note_have_resealed secret dossier, 0
24:00, note_have_re-resealed secret dossier, 0
24:00, note_have_re-re-resealed secret dossier, 0
24:00, note_have_cuchu cashier's cheque, 0
24:00, note_have_forged document, 0
24:00, note_have_printed invitation, 0
24:00, note_have_d'archimedes invitation, 0
24:00, note_have_pocahontas' letter, 0
24:00, note_exclude_timelord, 
24:00, note_exclude_milagros, 
24:00, note_exclude_gelasio, 
24:00, note_exclude_sviatoslav, 
24:00, note_exclude_cuthbert resume, 
24:00, note_exclude_cuthbert cover, 
24:00, note_exclude_absalom, 
24:00, note_exclude_vikingstad, 
24:00, note_exclude_dying dwarf, 
24:00, note_exclude_melqart, 
24:00, note_exclude_terlet, 
24:00, note_exclude_cpl. lafayette, 
24:00, note_exclude_cherlindria, 
24:00, note_exclude_slag, 
24:00, note_exclude_carol, 
24:00, note_exclude_don diego de la vega, 
24:00, cgremQuest, 0
24:00, cyberspearGremlinPieces, 0
24:00, cyberspearGremlinPiece0, 0
24:00, cyberspearGremlinPiece1, 0
24:00, cyberspearGremlinPiece2, 0
24:00, cyberspearGremlinPiece3, 0
24:00, cyberspearGremlinPiece4, 0
24:00, cyberspearGremlinPiece5, 0
24:00, cyberspearGremlinPiece6, 0
24:00, cyberspearGremlinPiece7, 0
24:00, cyberspearGremlinPiece8, 0
24:00, cyberspearGremlinPiecesTotal, 9
24:00, playerX1, 1
24:00, playerName, X114JAM9
24:00, playerNameFull, X114JAM9
24:00, playerNameShort, X1
24:00, playerGumballColor, 13
24:00, playerBlueFace, 0
24:00, playerBlueFaceName, Becker
24:00, playerCCBonus, 2
24:00, playerCCName, 
24:00, playerCCPowerBonus, 0
24:00, playerCCCapacityBonus, 0
24:00, playerCCAffixBonus, 0
24:00, playerCCSpeedBonus, 0
24:00, playerCCMonth, 0
24:00, playerCCDay, 0
24:00, playerCCYear, 0
24:00, playerCCEra, 0
24:00, playerCCZodiac, Aries
24:00, playerCCBloodType, 0
24:00, playerCCGender, Dwarf
24:00, playerCCGenderName, Dwarf
24:00, playerCCAlignmentEthical, 1
24:00, playerCCAlignmentMoral, 1
24:00, playerCCTarot1, 0
24:00, playerCCTarot2, 1
24:00, playerCCTarot3, 2
24:00, playerCCTarot4, 3
24:00, playerCCRune, 0
24:00, playerCCScanner, 0
24:00, questTime, 1
24:00, playerZauberSlot, -1
24:00, elevatorFloorGoal, 665
24:00, elevatorFloor, 665
24:00, hudVisible, 1
24:00, zoneVisible, 1
24:00, dropEnabled, 1
24:00, dropTable, 0
24:00, infiniteAmmo, 0
24:00, yapWords, 0
24:00, saveDisabled, 1
24:00, sceneBrandingStart, 1
24:00, gameStart, 1
24:00, elevatorFloor, 665
24:00, elevatorFloorGoal, 665
24:00, ccCompleted, 1
24:00, playerCCName, Hoopz Barkley
24:00, playerCCMonth, 1
24:00, playerCCDay, 20
24:00, playerCCYear, 2040
24:00, playerCCEra, 0
24:00, playerCCZodiac, 11
24:00, playerCCBloodType, 1
24:00, playerCCGender, MaleFemaleDwarfOther
24:00, playerCCGenderName, Tetrasex
24:00, playerCCAlignmentEthical, 1
24:00, playerCCAlignmentMoral, 0
24:00, playerCCTarot0, 8
24:00, playerCCTarot1, 9
24:00, playerCCTarot2, 24
24:00, playerCCTarot3, 26
24:00, playerCCGumball, Blue - Blueberries
24:00, playerCCPlacenta, 3
24:00, playerCCRune, 0
24:00, playerCCScanner, 0
24:00, playerCCPalm, 0
24:00, playerCCInkblot, 0
24:00, playerCCLottery, 0
24:00, playerCCMultiple0, 0
24:00, playerCCMultiple1, 0
24:00, playerCCMultiple2, 0
24:00, playerCCMultiple3, 0
24:00, playerCCMultiple4, 0
24:00, playerCCMultiple5, 0
24:00, playerCCMultiple6, 0
24:00, playerCCMultiple7, 0
24:00, playerCCMultiple8, 0
24:00, playerCCMultiple9, 0
24:00, playerCCMultiple10, 0
24:00, playerCCMultiple11, 0
24:00, playerCCMultiple12, 0
24:00, playerCCMultiple13, 0
24:00, playerCCMultiple14, 0
24:00, playerCCMultiple15, 0
24:00, playerCCMultiple16, 0
24:00, playerCCMultiple17, 0
24:00, playerCCMultiple18, 0
24:00, playerCCMultiple19, 0
24:00, playerCCMultiple20, 0
24:00, playerCCMultiple21, 0
24:00, playerCCMultiple22, 0
24:00, playerCCMultiple23, 0
24:00, playerCCMultiple24, 0
24:00, playerCCMultiple25, 0
24:00, playerCCMultiple26, 0
24:00, playerCCMultiple27, 0
24:00, playerCCMultiple28, 0
24:00, playerCCMultiple29, 0
24:00, playerCCMultiple30, 0
24:00, playerCCMultiple31, 0
24:00, playerCCMultiple32, 0
24:00, playerCCMultiple33, 0
24:00, playerCCMultiple34, 0
24:00, playerCCMultiple35, 0
24:00, playerCCMultiple36, 0
24:00, playerCCMultiple37, 0
24:00, playerCCMultiple38, 0
24:00, playerCCMultiple39, 0
24:00, playerCCMultiple40, 0
24:00, playerCCMultiple41, 0
24:00, playerCCMultiple42, 0
24:00, playerCCMultiple43, 0
24:00, playerCCMultiple3, 0
24:00, playerCCMultiple21, 2
24:00, playerCCMultiple31, 3
24:00, playerCCMultiple26, 3
24:00, playerCCLikes1, 2
